author,title,abstract
Béres Tamás ,Data Visualization within the Exodus Project," The topic of my thesis is the creation of an IT system using current technologies to solve problems related to program scheduling. Efficient time management is necessary in all aspects of life today, both at the personal level and at the societal level. It is important from an individual point of view because everyone wants to develop a system that helps them work efficiently. And at the societal level, it is essential to synchronize people’s availability, for example, in the hospitality industry, in surgeries, or in programming other premises.

My thesis focuses on the presentation of a planner application developed for the Christian foundation Exodus, which offers a solution to the limitations and shortcomings of the methods they use. My goal was to develop a system that provides an IT solution beyond Excel spreadsheets that is open to managing a wide range of teams and events.

My main task is to create a web application that allows the visualization of teams and events using graphical representation. This application will facilitate the workflow of my clients by presenting the data generated by the server to the users in a clear and efficient way. I pay special attention to the user-friendly interface to make it easy and understandable for users to interpret the data generated by the system, especially the visualization of mission path planning."
Csegzi Hunor ,System to collect and elaborate data in superior education," In my dissertation, I developed a system to collect and elaborate data in superior education to ensure quality. I started by developing a web application, in which it is possible to create statements, modify tables containing data, delete, overwrite data, and upload them in Excel format. The software helps anyone who has access to it enter data and organize transparent data sets from displayed tables.

Before the development, I considered several alternative solutions, but in conclusion, the technology I chose proved to be the most effective. This technology is the RDLC report, which was initially unknown to me as well; I learned and discovered it both during the development process of my dissertation and during the writing process.

The most important of the many advantages of this solution is the easy editing, which can be dynamically edited and implemented in XML format. Additionally, it is easier to implement with the system packages I have chosen. The development of the system was guided by opinions from those who have to elaborate data to create reports.

The elaboration of data has been necessary and will continue to be important, so I kept it a priority throughout my software development to keep the project sustainable and functional in the long run with minimal development. I created the system based on the information obtained during the research and taking into account the needs and requests of the target user.

This solid, analytical platform also simplifies the day-to-day tasks of teachers involved in education but provides a simple, clean, usable interface during its years of use. With simplicity and efficiency in mind, I have written my dissertation, the main functionality of which is the elaboration of reports, embedded in a user interface that meets current design conditions. Thus, the system and website I have designed and implemented provide a user-friendly environment for both clients and the designer."
Kéri Csaba ,FlowMaster: Streamlining Your Workflow Experience," Software and platforms that make our everyday lives easier are becoming increasingly popular, especially those that help simplify workflows. Collaboration, communication, and visuality have become such essential aspects that they are also widely used in the management of software projects. The application of Kanban methodology has become paramount over time, and current platforms have evolved to combine this methodological tool with other agile project management philosophies, resulting in an application with a variety of functionalities.

The primary goal of our thesis is to successfully implement the Kanban methodology within the application, using solutions that provide us with interesting challenges and contribute to the enhancement of our programming skills. Also, we wanted to create an application that would help small groups of people to manage tasks in specific projects. We have tried to provide our visual interface with functionalities that have proven to be indispensable after numerous scientific articles and research.

The introduction of the Kanban methodology in our application is of paramount importance as it allows for visual tracking of workflows, thus increasing the efficiency and structure of teams. By providing a user-friendly application that supports project management for small teams, we facilitate transparent task management and effective collaboration. The aim of our research and development was to create a tool that contributes to the development of modern project management solutions from both a practical and theoretical point of view."
Borsos Blanka Andrea ,MyPantry: An application to assist in conscious shopping," The goal of the project is to create a mobile application that allows users to efficiently manage their food stocks. This promotes conscious shopping and reduces waste. When designing the application, it was important to consider that it should be easy and intuitive for all users.

The app's main features include user account management, which allows you to register and log in, as well as track your personal food inventory. Users can list and sort their products by expiration date, making it easy to see when a product expires. They can also add new products, modify or delete existing ones in the digital storeroom. Categorization and grouping of products is possible, which helps users with transparency and organization.

Another important element of the application is household management, where multiple users can collaborate and manage a shared inventory. This allows families or roommates to easily share and manage purchases together, optimizing food consumption and minimizing unnecessary purchases.

The application can send notifications about products that are about to expire, drawing the user's attention to use them as soon as possible. This reduces food waste and makes it easier for users to manage stocks and develop more sustainable consumption habits.

To develop the application, I used the latest technological tools. For the backend part, I developed using Node.js and Express.js. The frontend was implemented using the Flutter framework for a responsive design. MongoDB was chosen for database management due to its flexible data model and scalability.

The application helps users efficiently manage and organize their food stocks while indirectly contributing to the development of more sustainable consumption habits, reducing unnecessary food waste and supporting conscious shopping. The project resulted in a modern, user-friendly application that offers an effective and innovative solution to a real social problem."
Mihaly Etele Levente ,Generating stock market data with function parameter tuning using machine learning," The goal of my thesis is to generate stock market price data using various noise functions and adjacent linkages, accounting for different functions (e.g., sector performance or other related prices). The parameters of these functions can be fine-tuned using machine learning approaches to enhance their similarity to real stock prices. Then, my following goal becomes evaluating the effectiveness of this approach. This approach can yield several beneficial outcomes:

1. Describing stock prices with mathematical relationships can be advantageous for both quick market analysis, where every second counts, and in research.
2. Generating data at a much faster rate and in greater quantities than real-time data flow makes it useful as input data for other machine learning models.
3. Discovering unknown relationships or understanding the impact of different types of noise on the formation or prevention of long-term trends in various research contexts."
Szoverfi Daniel ,ETHna: A secure and user-friendly crypto wallet," My thesis topic is a use case of cryptocurrency wallets and an in-depth analysis of associated security factors. I introduce the application of the cryptocurrency wallet that I developed, called ETHna. Cryptocurrencies are one of the most popular concepts that emerged in the 21st century; the underlying mechanisms of decentralized payments have several advantages. It is important for both investors and lay users to understand the operation of such systems.

In my thesis, I will explain how cryptocurrencies are stored, which is far from the traditional way of storing money. During the critical analysis of various cryptocurrency wallets, I shall pay special attention to why this means of payment and the wallets used for their storage need to be approached from different perspectives. I will present the advantages and disadvantages of hardware, software, and paper wallets, as well as the security risks and protection mechanisms associated with them.

A significant part of the thesis work will be the presentation of the cryptocurrency wallet application I developed. A contemporary and fashionable design prescribes an easy way of storing cryptocurrencies, and therefore, it is a significant first step for beginners in crypto transactions. During the development of the application, the main criteria were safety considerations, which were combined with ease of use, so that users could comprehend their cryptos and manage them easily.

When one reads the documentation, one will have a grip on the blockchain, public-key cryptography, cryptocurrency, and its wallets, basic concepts of cryptocurrencies, and the basics of technology. This is necessary for every individual to deal with his or her cryptocurrencies safely and effectively. Besides, they will understand the structure of the ETHna and will be able to use it."
LukacsZsombor ,"Datafy - Listen, analyze, and enjoy"," The topic of my thesis is about developing a music-related statistical web application that complements the music listening experience of Spotify users. Today, many people use the Spotify music listening platform, with some people listening to more than 8 hours of music per day. Many people, including myself, got bored of international and national charts and wanted to find new music, but Spotify was not very helpful. That's why I created a web app called ""Datafy"" - a combination of data and Spotify. I chose this name because it mostly reflects how the web app processes Spotify data.

Before developing this project, I looked at similar web applications and realized that most of them lacked a personalized music recommendation system. So, my primary goal was to implement music recommendation properly and also to visually display the user's Spotify statistics.

Today, many people use the Spotify music listening platform, with some people listening to more than 8 hours of music per day. Many people, including myself, got bored of international and national charts and wanted to find new music, but Spotify was not very helpful. That’s why I created a web application named ""Datafy."" This application processes Spotify data and provides a music-related statistical experience for users.

Today, many people use the Spotify music listening platform, where some listen to more than 8 hours of music per day. Many people, including myself, grew tired of international and national charts and wanted to discover new music but found Spotify unhelpful. That's why I created a web application named ""Datafy."" This application processes Spotify data and provides a personalized music recommendation system and visual display of users' listening statistics."
Kedves David ,Brain Tumor Classification Using Convolutional Neural Networks," The aim of my thesis is to classify MRI images of brain tumors using a custom convolutional neural network (CNN) architecture created with TensorFlow. I also used a pre-trained VGG network applied to the dataset for comparison. The classification task focuses on distinguishing between four categories: gliomas, meningiomas, pituitary tumors, and brain without tumor (healthy). The dataset used consists of 3264 MRI images, which are part of the Brain Tumor Segmentation Challenge, and which have been preprocessed to improve the quality and consistency of the neural network input data.

I designed and implemented my own model architecture using TensorFlow, with a focus on efficiency and accuracy. To improve model performance and generalization, I applied various pre-processing techniques, including normalization, zero-centering, and data rescaling.

The CNN model was trained and validated on the dataset, and the hyperparameters were tuned to optimize performance and as a function of the results. One of the main strengths of my model is that it is small. The final parameter number is 5,897,380.

To evaluate the effectiveness of the model, I analyzed the results using several metrics, including accuracy, loss functions, ROC-AUC values, F1-score, and confusion matrix. These analyses helped me understand the strengths and weaknesses of the model in classifying different tumor types and how to optimize the parameters.

The final model has achieved promising results, demonstrating its potential to help healthcare professionals in the accurate classification of brain tumors. The overall accuracy obtained with the model in a 5-fold cross-validation is 0.9512% for the 4-class classification problem and 0.9666% for the 3-class classification problem (excluding the tumor-free images) on test data that the model has never seen, i.e., that have not been in either the training or validation phase.

This result highlights the importance of advanced machine learning techniques in medical image analysis and the potential of CNNs in improving the diagnostic accuracy of brain tumor classification."
Kiss Bence ,FlowMaster: Empowering Smooth Workflows," Nowadays, project management and collaboration applications have become essential tools for efficient and organized work. In everyday work, teamwork, communication, and collaboration have become critical aspects. Based on these needs, applications allow teams to have a comprehensive overview of their projects, including tasks, deadlines, and priorities, as well as a smooth flow of information among team members. These applications are mainly characterized by an intuitive user experience, visuality, and the emphasis on useful information. Through their combination, they have become vital in both software development and other fields.

The aim of my thesis is to present a project management application based on the Kanban methodology, focusing on its advantages and practical utility. The main objective of the application is to visually track workflows using Kanban boards, which greatly facilitate structured and productive work for users.

The main components of the application are the user’s projects and the tasks within them, which are organized into different groups according to their status and represent the progress of workflows. Additionally, the application offers an intuitive user experience, created by the application’s user-friendly and easy-to-use visual interface."
Matyas Anita ,Studentology: A customizable e-learning platform for students and teachers,"Studentology is a web-based e-learning platform that provides a modern, customizable educational environment for students and teachers. The aim of the application is to facilitate learning and teaching processes and to enable the digitalization of education through an intuitive and user-friendly interface. The project was developed using the Angular framework, a TypeScript-based development platform. Angular allows for the creation of a dynamic and responsive user interface that is easy to manage and maintain. For data management and back-end functions, I utilized Firebase services. Firebase Firestore was used for database management, while Firebase Authentication was employed for user authentication and security. These technologies are presented in detail in my thesis. One of the main goals of the application is to provide teachers with the ability to create various types of courses and educational materials that students can easily access and use. Studentology supports real-time communication and collaboration through course forums, allowing teachers and students to interact directly and share their experiences and questions. During development, special attention was paid to ensuring that the application works well on all devices, whether it is a desktop computer, laptop, tablet, or smartphone. Using the Angular Material library and customizable color palettes, I created a modern and aesthetic user interface that meets the latest UI/UX trends. Overall, Studentology provides an educational platform that flexibly adapts to individual needs and supports the learning process in the digital age. The application can contribute to enriching and enhancing the learning and teaching experience for all users."
Portik Johanna Timea ,HIMO: Flatfoot therapy application," Flatfoot is now considered an almost epidemic problem that may develop in any life period. The core of the issue lies in the fact that the arch system has collapsed. Usually, it does not cause any complaints, but sometimes the deformation results in excruciating and musculoskeletal diseases, making timely treatment of flatfoot very important. However, this is often difficult because children need to be very attentive and motivated for regular exercises to be performed correctly and well. Besides, in most cases, there is no possibility for a specialist to control the therapy, which can lead to neglect of treatment.

HIMO (Health In Motion) is a cross-platform Flutter application that offers an innovative solution for adults and children with flatfoot. Through it, users can perform therapeutic treatment in the comfort of their homes. Instead of professional supervision, the application provides monitoring of the exercises in real time and guarantees exercise correctness by giving feedback.

The treatment is supervised through the calibration of the application by the user, with the help of a colored sock. This enables detecting and framing the foot during therapy. Various therapies are offered, and users also have the option to make their personalized therapy plans. The user interface is easy to understand. Guides and descriptions help ensure the correct handling of the application. Interactions with the user facilitate the smooth execution of the therapy.

Thus, the HIMO application ensures effective and convenient treatment of flatfoot, promoting faster recovery and long-term health preservation while saving time and money."
