author,title,abstract
Buda Imola ,AttendEase: Secure attendance manage system," The topic of my state exam thesis is the development and presentation of a secure attendance registration system that could be used by a university or school. The purpose of the system is to record students’ attendance using a QR code-based solution and exclude fraud. In my state exam thesis, I present the operation and advantages of the system in detail. I emphasized the security of the system, which means trust and peace of mind for students and teachers. The system provides an efficient solution for attendance registration and helps maintain the order and reliability of classes.

In my conclusions, I summarize the advantages and limitations of the developed system, as well as my suggestions for possible further developments. The purpose of my state exam thesis is to provide a quick and easy-to-use attendance registration system that guarantees accurate and safe registration of students’ attendance and prevents the possibility of fraud.

The introduction of the system at a university or a school can promote more efficient and safer education, contributing to the satisfaction and effectiveness of students and teachers."
Jakab Etele ,Stock price prediction and visualization," One of the most studied sectors in economics and financial analysis is stock trading, where participants buy and sell shares on the stock exchange or other financial markets. It can be said that this is the most dynamic area for investors in capitalist countries, which has numerous advantages but also carries several critical risks. The biggest advantage of this industry is that investors can quickly gain substantial profits from the rise of stock prices or periodic dividend payments. However, due to price volatility, one must also consider the possibility of losses resulting from sudden drops in stock prices. Investors need proper knowledge and experience to trade successfully and minimize risks.

The fluctuation of stock prices depends on various factors such as the economic environment, political situation, market trends, and corporate performance. Examining and analyzing these factors is a highly complex process, given that stock price changes are triggered by intricate impulses rooted in high levels of abstraction.

The thesis consists of two main chapters. In the first chapter, I focus on a desktop application built with Python and Tkinter, presenting its structure, operational principles, and already implemented functionalities. In the second chapter, I introduce two independently developed and separate prediction systems and a third approach resulting from their combination. The first system is based on deep learning neural networks, while the second operates using classification algorithms in the approach of news analysis.

The aim during the development of the desktop application was to enable it to work with data from nearly a hundred publicly traded companies, automatically update them, process them using multiple analytical methods, and present the results to the user using visualization tools. From a program design perspective, I followed the modern principle of allowing for easy expansion and post-development modifications of the application.

The research section aimed to develop a method capable of providing highly accurate predictions regarding market changes based on past market data and news feeds. These methods were tested, results were documented, compared with each other, and essential conclusions were drawn.

The social goal of the research is to facilitate safer stock market investments and protect people’s savings, particularly during a period when economic prospects are rather turbulent. In 2022, the average annual inflation in the European Union was 10.4%, in Hungary 24.5%, and in Romania 14.1%. In contrast, the average annual deposit interest rates in Hungary were 6.1%, and in Romania, they reached 7.2%."
Veres Napsugar Anna ,SimultanQ - the Design and Development of an Interactive Quiz Game," The topic of my thesis is to implement an interactive quiz game without restricting the number of participating players using a web application. Quiz games are extremely popular nowadays and offer numerous advantages. People enjoy challenges, especially when presented in a playful form. Live quiz games provide an exciting and interactive experience as they allow players to compete with each other and test their knowledge. The multiplayer mode facilitates all of this. The fact that players participate simultaneously in the quiz game and there is the possibility of real-time tracking of results makes the game even more thrilling and can have a community-building impact. The name of my application is ""SimultanQ."" ""Simultan"" refers to shared, simultaneous activities, while the suffix ""Q"" stands for ""Quiz."" Analyzing existing online and freely accessible similar applications reveals that the number of participants is limited during the game. Within the scope of this project, a web application has been developed without such restrictions. Users can easily register, create quizzes after logging in, and start the game in a straightforward manner. They can enable players to join the quiz by sharing a PIN code, and the players can access the questions based on this information. The application contributes to the realization of beloved challenges, the implementation of engaging games in various topics for different groups, testing knowledge, and the competitive approach can provide a genuine team-building experience."
Nagy Marton Hunor ,Game to develop programming skills," In today’s world, IT and programming skills are increasingly important because the machines around us are now controlled by a kind of software: a kind of software for communicating, navigating, editing, storing and sharing documents. playing multimedia content, games, etc. These software programs are used by humans, and as more and more software developers are needed, it's important that as many people as possible learn the basics of programming. The aim of my project is to create a game that allows players to easily develop logical thinking and problem-solving skills needed for programming and learn the basic operations and processes of programming. In this thesis, I attempt to answer the question: how best and most easily and effectively involve beginners in this world of gamification? Another goal of the project is to provide more advanced programmers with a challenging app to enjoy.

Topics implemented in the app include: process sequencing and function calls, the sequence of functions, the structure and operation of loops, as well as conditionality. An important part of the game is its simplicity and minimalism, making it easy to play. In this paper, I will present some important game development theories that contribute to creating a successful game. I will also discuss different approaches to game development technologies that can be used for game development and platforms for which games can be developed."
Fuzi Zalan ,Cryptorithm," Cryptography algorithm is an online platform where users can try out cryptographic systems. It provides an extensive knowledge base to learn the origin, operation, and use of these systems. The software offers a selection of popular encryption, decryption, and data transformation methods. Users can freely choose and try these methods. It also has a learning interface to help users gain a deeper understanding of cryptographic systems. Users can read and learn about these systems through practical examples.

We have paid special attention to ensuring user experience. The software has a user-friendly interface. It was also important to make the site multilingual, i.e., accessible to both English and Hungarian users. In the rest of my thesis, I will describe in detail the architecture of the software, the implemented features, and the related knowledge. The user documentation is also part of the thesis."
Sallai Jozsef Adrian ,Project Raccoon: Ensuring the User Experience of Contract Creation and Property Sales Through the Web," The aim of my thesis is to design and develop a web application that can be used to create, fill out, and finalize sales contracts easily and conveniently over the Internet. My goal was to make the application easy to use and accessible from anywhere, and to provide a user experience that balances comfort and functionality.

Throughout the years, it has become evident that the services offered by the online world play an increasingly important role in our everyday lives. Nowadays, many of our activities, whether it is shopping, entertainment, or even work, are done over the Internet, from the comfort of our homes. One of the most important branches of online services is public administration. If we allow citizens to handle these matters through the Internet, we can significantly ease their burden. With an online state system, there is no need for citizens to be present at a specific time or to stand in long queues just to fill out, sign, and submit a few papers.

In this thesis, I developed software for one of the use cases mentioned above, namely sales contracts. I tried to find answers to the following questions: what technologies should be used to make it easy to develop such an application, and what design frameworks and practices can be used to maximize the user experience? I also tried to find out how modern web standards, such as WebSockets, can be useful in such an application.

I present the technologies used during development, the design and implementation process of the end-user part of the software, and the various use cases that the software must support. Finally, I summarize the experiences gained during development and testing and present the possibilities for further development."
Balint Lehel ,Data Delivery: Streamlining Grade Management for University Students," The statistical data plays an extremely important role in our modern, developing world, including in education. It helps us understand and analyze the performance of students, teachers, and educational systems.

The topic of my paper is the implementation of an online log system for university students named ""Data Delivery."" This system provides students with the opportunity to track their progress, perform analyses, interpret statistics, and view their own grades as well as those of their peers.

The ""Data Delivery"" application is exclusively available on Android systems. It was developed using Android-Kotlin technology with student users as the target audience. The mobile application communicates with a Strapi.io API to access and manage the data. Additionally, a web application has been developed using .NET Core technology to facilitate easy grade management, exclusively for teacher users.

The completed application can be highly useful for university students in tracking their academic performance and analyzing their progress. This allows them to evaluate their own performance and develop personalized learning strategies more effectively. The application boasts a user-friendly interface and offers a wide range of functionality for students.

In my paper, I aim to present in detail the steps involved in designing the application and explain its operating principles. Furthermore, I will describe the technologies used, the implemented features, and discuss potential future development opportunities. Keywords: study results, statistics, e-diary."
Lazar Zsolt ,SortRace: Vizualization of sorting algorithms," The topic of my thesis is the study of sorting algorithms and an interactive solution for teaching them. Interactive teaching plays an increasingly important role these days. In our fast-paced world, it is becoming more and more difficult to hold the attention of students. Therefore, pedagogical methodologies are needed that help the teacher to attract and retain the attention of students. In informatics, since it is a real subject that teaches logical thinking, there are many practical tasks. Among these, one of the basic informatics course materials is the sorting algorithms of number sequences. SortRace, a software developed by me, is a website where students can better understand sorting algorithms and can also compare their knowledge within the framework of a speed game. During the thesis, I will present the structure of this software and the basic operating principles of the technologies used."
Bakos Csongor Attila ,SapiMITevents: Documenting the events of the department," This bachelor's thesis presents the development of an event management system tailored for the Department of Mathematics-Informatics at Sapientia Hungarian University of Transylvania. The system aims to enhance coordination and engagement among university members, particularly teachers and staff.

The website provides administrators with the ability to add, update, and remove events. Teachers can register themselves as attendees and track their participation history.

The system centralizes event details, including event type, location, date, expected number of attendees, and comprehensive descriptions. By streamlining event organization and improving communication, the event management system contributes to a more cohesive and engaged academic community within the department.

The event management system serves as a centralized platform for administrators to efficiently manage departmental events. They can easily add new events, update event information, and remove past events, providing a comprehensive overview of the department’s activities.

Teachers benefit from the system by having access to a personalized dashboard where they can view upcoming events, track their attendance history, and manage their participation in various activities. This centralized approach to event management fills the gap that previously existed, allowing teachers to easily track the number and types of events they have participated in."
Vrencian Lilla ,Dockerization and development of eTickets application in .NET," The topic of my thesis is the development and dockerization of the ""eTickets"" web application in .NET programming language. This application allows users to buy tickets online for movies in different cinemas. Online shopping has been growing in popularity in recent years and has become a common practice in many companies. There are several reasons why it was introduced:

1. Convenience: Online shopping allows customers to access the Internet from home, work or anywhere and easily purchase the products or services they want. They do not need to be in person at traditional stores or make an appointment.
2. Wide selection: In the online space, customers have access to a huge selection of products and services from many parts of the world. They are not limited to the inventory of local stores and can easily compare prices, brands and quality from the comfort of their own home.
3. Time saving: Online shopping is fast and efficient. Customers don’t have to go through multiple stores or stand in line to pay. They can simply buy and pay for a product or service with a few clicks.

Because of these advantages, many companies decide to introduce or expand online shopping to reach and serve a wide range of online shoppers."
Stoica Attila ,Visualizer for dynamic programming algorithms," The topic of my paper is ""Visualizing the Algorithm of Dynamic Programming through an Easily Applicable Interface."" Dynamic programming is an efficient and creative method for problem-solving. Its foundation lies in storing and reusing optimal solutions. It's a bit like a memory game, where by leveraging previous steps, you can more easily find the solution. This saves time and resources. Dynamic programming is used in optimization, computer graphics, and artificial intelligence.

The clear presentation of dynamic programming is extremely important for students. Imagine inviting them on an exciting adventure into the world of problem-solving. Show them how they can break down complex tasks into simpler subproblems and by solving these, they can eventually reach the complete solution. Enrich the lesson with examples and practical applications, allowing them to see how dynamic programming can assist them in various areas of life, such as data analysis or video game development.

By incorporating unique interactive exercises and creative approaches, you pique students' interest and encourage critical thinking and problem-solving skills. This fosters the development of their creativity, logical thinking, and ability to work in teams. The goal of my paper is to present dynamic programming as comprehensively and uniquely as possible, thereby capturing students’ attention and laying the foundation for their future IT skills.

I aimed to achieve this through a website, primarily because it is easily accessible and applicable to anyone. Furthermore, it was crucial for the visualization to be carried out through tasks that perfectly reflect the fundamental properties of the algorithm, such as dividing problems into subproblems and memoization. Additionally, I strived to create a user-friendly interface where the visualization speed can also be adjusted."
Kiss Krisztina Gyongyver ,Title of the Bachelor thesis TastyGo: Application for a restaurant with delivery," The restaurant industry and online ordering options have seen rapid growth in recent years, creating a growing demand for convenient and easy food delivery (The restaurant industry and online ordering options have seen significant growth in the past few years, making it easier and more desirable for people to order food for delivery). People want to bring the restaurant experience to their homes without sacrificing comfort and relaxation. In this digital age, restaurants need to keep up with consumer demands and find ways to serve customers in the online space (Restaurants must adapt to the digital age by finding new ways to serve customers in the online realm as more and more people opt for convenience and ease). This is where a restaurant delivery app comes into play, allowing for easy and fast food ordering and delivery (An app designed specifically for restaurant food delivery is an essential tool that enables customers to place orders quickly and easily).

The goal is to create an application that enables the restaurant to provide customers with a convenient and simple way to order from their menu (The primary objective of this app is to make it as easy as possible for customers to browse menus, place orders, and complete transactions through the app). Through the app, customers can browse a wide range of dishes, view detailed descriptions and prices, and easily create their order (Using the app, customers can explore various menu items in depth, examine prices and descriptions carefully, and quickly submit their orders).

The app also allows for online payment, ensuring a seamless process for both users and the restaurant (An additional convenience of the app is that it offers customers the ability to pay for their meals online, streamlining the ordering process for all involved parties). The benefits of a delivery app extend beyond customer convenience and also result in more efficient and successful restaurant operations (Besides making the ordering experience easier for customers, apps can significantly improve restaurant efficiency and profitability).

With the app, the restaurant can easily manage orders, track the delivery process, and optimize resources (The use of a delivery app allows restaurants to streamline order processing, monitor delivery statuses in real-time, and allocate resources more efficiently). Additionally, the app enables customer data management and the building of customer relationships, which can lead to loyal customers and positive feedback in the long run (By capturing and analyzing customer information through the app, restaurants can cultivate stronger connections with their clientele, fostering long-term loyalty and encouraging positive reviews).

In the following document, I will provide a detailed overview of the planning and development of a restaurant delivery app."
Torok Csongor ,Algorythmics on the Chessboard," Throughout history, only a few things, apart from minor improvements, have remained almost unchanged from the early Middle Ages to our present times and represent the same board game for millions of people. It has no hidden parts or any elements of chance; everything is in front of the two players from the beginning to the checkmate. Despite this, one of the biggest changes brought to chess came from the programs and algorithms created by computer scientists over the past decades. These offered a deeper insight into the world of chess, calculating the best moves from any given position, from an unfathomable number of choices. As these programs evolved, the game received a whole new dimension of depth since we could analyze every single detail, and the most optimal strategy could be generated in mere seconds.

With my thesis, I would like to expand the ranks of these programs, looking to solve chess problems and puzzles that even thousands of years ago could have occupied people. My algorithms show step-by-step how they find solutions for the given cases, with added explanations. My goal, in addition to chess' complexity, is to clarify these algorithms for anyone, with an interactive interface.

My chess algorithms look for solutions to these problems in several ways. In a given example, they choose the best moves by analyzing the current situation or find a solution by testing all possible cases. By saving running times, I tried to present the chess problems in easily understandable and visually pleasing ways with the help of the most effective methods.

Last but not least, popularizing chess and arousing interest in it for others was another goal of mine since anyone can be an expert of the game of kings, and similar programs can help a lot in mastering it."
Bakó László Mihály ,Open doors with human-machine interface: a new approach to password-free secure access," In this thesis, we have explored the possibility of using human-machine interfaces as a new approach to password-free secure access and user authentication. In the proposed approach, the active interface, which monitors some biometric process, serves as a non-transferable authentication token based on a secure “dead man switch.” If the connection is terminated, the system automatically revokes the privileges and logs the user out. To avoid forgery and impersonation, the system uses a one-time key protected communication protocol between the clients and the server managing access to resources. In this research, we analyzed possible solutions based on the criteria of security, convenience, and cost-effectiveness. We implemented a system based on a comfortable wearable visual cortex activity monitor and a low-cost heart rate monitoring system. The completed systems were tested to assess their reliability and safety. The results of the research show that the combination of non-transferable authentication tokens, biometrics, and communication protocol offers a promising alternative to password or simple token-based access control systems, as it improves security and allows for more flexible security roles, such as temporary authorized security roles."
Derzsi Daniel ,Project Raccoon - Management of a Platform to Streamline Contract Creation and Property Sales Through the Web," In today’s fast-paced world, individuals and businesses engaged in real estate transactions often encounter significant challenges when drafting property sale contracts. The creation of these property sale contracts is an integral part of real estate transactions, involving complex legalities and meticulous documentation. There is a pressing need for an intuitive tool that can alleviate these complexities and facilitate the creation of accurate and legally compliant contracts.

The aim of my thesis is two-fold. Firstly, I intend to create the basis of an online platform to allow the automatic creation of contracts for secure property sales. This includes the creation and planning of the necessary software architecture, the development of an easy-to-use administration interface, as well as the verbatim generation and filling out of PDF documents using templates created by the administrators.

Secondly, I intend to document the various stages (and possibilities) of the final deployment, measured within real-world conditions. The proposed website serves as a comprehensive platform, offering users a friendly interface to generate legally binding contracts tailored to their specific requirements. By eliminating the need for extensive legal knowledge or the assistance of costly attorneys, the time and effort required to create a contract is greatly reduced.

Comparatively, governments worldwide have implemented similar software solutions to address the challenges associated with property sale contracts. However, these government-backed endeavors are often significantly handicapped by their perceived obscurity and their convoluted design choices. This platform aims to provide users with a unique and simplified experience that surpasses existing government initiatives.

In the beginning of the thesis, we will discuss the various technologies employed to create the proposed software solution. Afterwards, we will describe what the software will do and how it is expected to perform as part of a Software Requirements Specification. A prospective user interface for the platform will be detailed following the proposal of a potential software architecture and deployment layout. Finally, some measurements will be presented to rationalize the decisions taken during the planning stages of the software architecture."
Csegzi Hunor ,System to collect and elaborate data in superior education," In my dissertation, I developed a system to collect and elaborate data in superior education to ensure quality. I started to develop a web application, in which it is possible to create statements, modify tables containing data, delete, overwrite data, and upload them in Excel format. The software helps anyone who has access to it enter data and organize transparent data sets from displayed tables.

Prior to the development, I considered several alternative solutions, but in conclusion, the technology I chose proved to be the most effective. This technology is the RDLC report, which was initially unknown to me as well; thus, I learned and discovered it both during the development process of my dissertation and during the writing process.

The most important of the many advantages of this solution is the easy editing, which can be dynamically edited and implemented in XML format. Furthermore, it is easier to implement with the system packages I have chosen. The development of the system was guided by opinions from those who have to elaborate data to create reports.

The elaboration of data has been, and will continue to be necessary; therefore, I kept it important throughout my software development to keep the project sustainable and functional in the long run with minimal development. I created the system with the information obtained during the research and taking into account the needs and requests of the target user. The most important thing is that the user community accepts it and is happy to use it.

This solid, analytical platform also simplifies the day-to-day tasks of teachers involved in education but provides a simple, clean, usable interface during its years. With simplicity and efficiency in mind, I have written my dissertation, the main functionality of which is the elaboration of reports, embedded in a user interface that meets current design conditions. Thus, the system and website I have designed and implemented provide a user-friendly environment for both clients and the designer."
Molnar Krisztian ,Visualizations of large collections of images," Currently, we have access to large image collections, both personally and in research. Visualizing these collections can contribute to the discovery of latent patterns. The topic of my thesis is the display and visualization of large image collections in various layouts. The size of the image collections I used exceeds forty thousand images, but the theoretical upper limit surpasses this by far. I have developed an application that can display the images from the opened collection and arrange them based on extracted metadata, all within seconds.

My application is built on a client-server architecture. The server is written in Rust (using the Axum framework). The client, running in the browser, is built in TypeScript and consists of two main parts. The desired layout can be selected through a user interface created with React, and this code is also responsible for the settings of the selected layout. The part responsible for image display does not use a framework but follows a custom-designed architecture. The WebGL library is used for rendering the images.

The application has gone through several development cycles. In the following sections, I will present the design decisions necessary for displaying image collections of this size and support them with measurements. Furthermore, I will showcase the layouts generated by the application for the collection I used."
Kolumban Attila ,Rubik’s cube solver for phones," The Rubik's Cube is one of the world's most iconic and most interesting puzzle games. The first Rubik's Cube was made in the year 1974 by Rubik Ernő, who was a Hungarian architect, sculptor, and game designer. Since its inception, it has become popular worldwide, entertaining millions of people every day. Solving the Rubik's Cube demands attention, patience, and strategic thinking from its user. But thanks to improvements in modern technology, the way of thinking needed to solve the cube is a lot easier to learn.

Thanks to improvements in our smart devices and automated robots, solving the Rubik's Cube has reached new levels. These days, Rubik's Cube solver applications are available on personal computers and smartphones, making the learning of new solving algorithms a lot easier.

Usually, an application like this shows a 3D representation of a Rubik's Cube on the screen of the device, which can be rotated by the user using fingers or a mouse. The applications then calculate an optimal solution and show it to the user. The user can copy these steps onto his or her own cube, this way helping him or her develop his or her own skills.

Usually, it's a plus if the application is not only able to show an optimal solution but also can show given solving algorithms, this way helping the user understand the cube more. My software is able to read in a real cube using the camera of a smart device, this way speeding up the process of inputting the state of the cube into the application. After the scanning of the cube is done, the user can ask for an optimal solution, which he or she can go through step by step, or if he or she feels like it, he or she can try to solve the cube himself or herself.

Aside from this, I wanted to implement a feature where the user can learn given solving algorithms. For this reason, there is a separate menu where the user can choose a solving algorithm and can see its steps on the cube. The application was made in Unity, using C#, and for finding an optimal solution, I used Kociemba's two-step solving algorithm. This algorithm is well-liked for its speed and low solution step count."
